Description,Severity,Status,First Seen,Issue age,File,Technology,Lines of code
Interface module with 22 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/useDrawYellowMarkers.ts,TypeScript,22
Interface module with 22 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/filterPlans.ts,TypeScript,22
Interface module with 22 lines of code,MEDIUM,RAW,2026-06-06,51,src/helpers/ArcGISHelpers/finishedPlanMapGraphics.ts,TypeScript,22
Interface module with 21 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/hover-click-handlers/useGeometryClick.ts,TypeScript,21
Interface module with 21 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/filters/useFilterPlans.ts,TypeScript,21
Interface module with 20 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/useDrawYellowGeometries.ts,TypeScript,20
Interface module with 20 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/handleCancel/useCancelCreateFlightPlan.ts,TypeScript,20
Interface module with 19 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/filters/useFilterGeometries.ts,TypeScript,19
Interface module with 19 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/ArcGISHelpers/createPoint.ts,TypeScript,19
Interface module with 19 lines of code,MEDIUM,RAW,2026-07-17,10,src/helpers/points/herhalenSelection.ts,TypeScript,19
Interface module with 19 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/ArcGISHelpers/createPin.ts,TypeScript,19
Interface module with 18 lines of code,MEDIUM,RAW,2026-07-14,13,src/helpers/points/sortPointsByImageCount.ts,TypeScript,18
Interface module with 18 lines of code,MEDIUM,RAW,2026-07-17,10,src/hooks/zustand/shared/planContentSelectionSetters.ts,TypeScript,18
Interface module with 18 lines of code,MEDIUM,RAW,2026-07-18,9,src/helpers/ArcGISHelpers/createYellowWgs84PointGraphic.ts,TypeScript,18
Interface module with 18 lines of code,MEDIUM,RAW,2026-07-22,5,src/hooks/hover-click-handlers/clearHoveredFlightPlanFromOriginalMap.ts,TypeScript,18
Interface module with 17 lines of code,MEDIUM,RAW,2026-06-29,28,src/hooks/flightPlan/usePopulateFlightPlanFormEffect.ts,TypeScript,17
Interface module with 17 lines of code,MEDIUM,RAW,2026-07-18,9,src/helpers/geo/applyCoordinateSyncPatchToSetters.ts,TypeScript,17
Interface module with 17 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/features/useFetchInitialFeatures.ts,TypeScript,17
Interface module with 17 lines of code,MEDIUM,RAW,2026-07-17,10,src/helpers/points/starredPointSelection.ts,TypeScript,17
Interface module with 16 lines of code,MEDIUM,RAW,2026-07-17,10,src/helpers/ArcGISHelpers/pointHoverGraphics.ts,TypeScript,16
Interface module with 16 lines of code,MEDIUM,RAW,2026-07-17,10,src/api-hooks/planImages/usePointPlanImages.ts,TypeScript,16
Interface module with 16 lines of code,MEDIUM,RAW,2026-07-04,23,src/hooks/map/mapClickGuard.ts,TypeScript,16
Interface module with 16 lines of code,MEDIUM,RAW,2026-06-06,51,src/hooks/hover-click-handlers/useFinishedPlanMapHighlight.ts,TypeScript,16
Interface module with 16 lines of code,MEDIUM,RAW,2026-07-17,10,src/api-hooks/planImages/useGeometryPlanImages.ts,TypeScript,16
Interface module with 16 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/ArcGISHelpers/createNewPointEvent.ts,TypeScript,16
Interface module with 15 lines of code,MEDIUM,RAW,2026-07-17,10,src/helpers/ArcGISHelpers/selectedGeometryGraphics.ts,TypeScript,15
Interface module with 15 lines of code,MEDIUM,RAW,2026-07-14,13,src/api-hooks/finishedPlans/useFinishedPlanQueries.ts,TypeScript,15
Interface module with 15 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/hover-click-handlers/useGeometryListMapActions.ts,TypeScript,15
Interface module with 15 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/handleCancel/useHandleClearFinishedPlan.ts,TypeScript,15
Interface module with 15 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/hover-click-handlers/usePointListMapActions.ts,TypeScript,15
Interface module with 14 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/arcgis/deleteArcgisAttachment.ts,TypeScript,14
Interface module with 14 lines of code,MEDIUM,RAW,2026-07-22,5,src/hooks/hover-click-handlers/useHoverFlightPlanFromOriginalMap.ts,TypeScript,14
Interface module with 14 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/useResetTabs.ts,TypeScript,14
Interface module with 14 lines of code,MEDIUM,RAW,2026-07-18,9,src/hooks/zustand/pickEnrichedCoordinateControls.ts,TypeScript,14
Interface module with 13 lines of code,MEDIUM,RAW,2026-07-17,10,src/helpers/arcgis/attachmentDisplayUrl.ts,TypeScript,13
Interface module with 13 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/getDistanceMeters.ts,TypeScript,13
Interface module with 13 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/useMapInitialization.ts,TypeScript,13
Interface module with 13 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/editPoint/useCoordinateSystemSync.ts,TypeScript,13
Interface module with 13 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/useRenderVluchtPlans.ts,TypeScript,13
Interface module with 13 lines of code,MEDIUM,RAW,2026-07-17,10,src/lib/useDebouncedValue.ts,TypeScript,13
Interface module with 12 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/viewPlan/useSortedPointSelection.ts,TypeScript,12
Interface module with 12 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/features/useRenderLocalGeometries.ts,TypeScript,12
Interface module with 12 lines of code,MEDIUM,RAW,2026-07-14,13,src/helpers/geometry/matchesGeometryRepeat.ts,TypeScript,12
Interface module with 12 lines of code,MEDIUM,RAW,2026-07-17,10,src/hooks/zustand/shared/flightPlanFormValues.ts,TypeScript,12
Interface module with 12 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/handleCancel/useHandleCancel.ts,TypeScript,12
Interface module with 11 lines of code,MEDIUM,RAW,2026-07-14,13,src/api-hooks/flightPlans/useRegionalFlightPlanQueries.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/getBackEndUrl.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/ArcGISHelpers/replaceGraphics.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/base64ToBlob.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-07-15,12,src/hooks/filters/filterPlanPoints.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/features/useResetFeatures.ts,TypeScript,11
Interface module with 11 lines of code,MEDIUM,RAW,2026-06-04,53,src/lib/invalidateAfterMutation.ts,TypeScript,11
Interface module with 10 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/getLoginUrlWithReturn.ts,TypeScript,10
Interface module with 10 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/usePointHover.ts,TypeScript,10
Interface module with 10 lines of code,MEDIUM,RAW,2026-07-13,14,src/hooks/hover-click-handlers/useGeometryListHover.ts,TypeScript,10
Interface module with 9 lines of code,MEDIUM,RAW,2026-07-18,9,src/helpers/geo/transformWgs84ToRd.ts,TypeScript,9
Interface module with 9 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/usePointClick.ts,TypeScript,9
Interface module with 8 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/popUpModal/usePopupController.ts,TypeScript,8
Interface module with 8 lines of code,MEDIUM,RAW,2026-06-04,53,src/api/fetchApi.ts,TypeScript,8
Interface module with 7 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/ArcGISHelpers/validateMapView.ts,TypeScript,7
Interface module with 7 lines of code,MEDIUM,RAW,2026-06-10,47,src/hooks/wizard/useWizardCleanup.ts,TypeScript,7
Interface module with 7 lines of code,MEDIUM,RAW,2026-07-13,14,src/hooks/flightPlan/useFlightPlanFormSelectOptions.ts,TypeScript,7
Interface module with 6 lines of code,MEDIUM,RAW,2026-07-13,14,src/hooks/hover-click-handlers/useGeometryEditHighlight.ts,TypeScript,6
Interface module with 6 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/usePlanClick.ts,TypeScript,6
Interface module with 6 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/hover-click-handlers/usePlanHover.ts,TypeScript,6
Interface module with 5 lines of code,MEDIUM,RAW,2026-06-04,53,src/hooks/useContent.ts,TypeScript,5
Interface module with 4 lines of code,MEDIUM,RAW,2026-07-13,14,src/hooks/bottom/useBottomCompactListView.ts,TypeScript,4
Interface module with 4 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/haversine.ts,TypeScript,4
Interface module with 4 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/isValidEmail.ts,TypeScript,4
Interface module with 3 lines of code,MEDIUM,RAW,2026-06-04,53,src/helpers/classNames.ts,TypeScript,3
