Description,Severity,Status,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
11 lines occurring 2 times in 2 files,HIGH,RAW,1,11,11,2,false,true,TypeScript,"backend/src/routes/timeslider/getGeometryPlanImages.ts#L4:15,backend/src/routes/timeslider/getPointPlanImages.ts#L4:15"
11 lines occurring 2 times in 2 files,HIGH,RAW,2,11,11,2,false,true,TypeScript,"backend/src/routes/flightPlans/createFlightPlan.ts#L9:19,backend/src/routes/flightPlans/updateVluchtPlan.ts#L53:63"
11 lines occurring 2 times in 2 files,HIGH,RAW,1,11,11,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterSelect.tsx#L2:14,src/Components/HomePage/Body/Left/Common/FormComponents/SelectComp.tsx#L4:16"
11 lines occurring 2 times,HIGH,RAW,2,11,11,2,true,true,TypeScript,"backend/src/routes/logs/createLogs.ts#L15:25,backend/src/routes/logs/createLogs.ts#L32:42"
11 lines occurring 2 times in 2 files,HIGH,RAW,2,11,11,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/index.tsx#L23:36,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterAndSortPlans.ts#L22:35"
11 lines occurring 2 times in 2 files,HIGH,RAW,2,11,11,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx#L55:65,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L52:62"
11 lines occurring 2 times in 2 files,HIGH,RAW,1,11,11,2,false,true,TypeScript,"backend/src/routes/keycloak/management/users/getAvailableRoles.ts#L36:53,backend/src/routes/keycloak/management/users/helpers.ts#L39:57"
11 lines occurring 2 times in 2 files,HIGH,RAW,1,11,11,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L26:36,backend/src/routes/flightPlans/getFullPreparedFlightPlans.ts#L28:38"
10 lines occurring 2 times,HIGH,RAW,2,10,10,2,true,true,TypeScript,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L114:127,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L146:158"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/hooks/zustand/useAddPointStates.ts#L45:57,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L133:145"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L115:128,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L65:78"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L70:84,src/hooks/hover-click-handlers/usePlanHover.ts#L22:36"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"backend/src/routes/points/editPoint.ts#L18:31,backend/src/routes/flightPlans/updateVluchtPlan.ts#L22:35"
10 lines occurring 2 times,HIGH,RAW,2,10,10,2,true,true,TypeScript,"src/hooks/features/useRenderGeometries.ts#L48:60,src/hooks/features/useRenderGeometries.ts#L77:90"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L60:78,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L96:114"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx#L23:32,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L34:43"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L91:107,backend/src/routes/template_plans/getTemplateFlightPlans.ts#L129:145"
7 lines occurring 7 times in 7 files,HIGH,RAW,1,7,42,7,false,true,TypeScript,"backend/src/routes/emails/deleteSingleEmail.ts#L10:19,backend/src/routes/points/editPoint.ts#L21:30,backend/src/routes/points/editPointStatus.ts#L10:19,backend/src/routes/flightPlans/updateFlightPlanStatus.ts#L10:19,backend/src/routes/emails/updateSingleEmail.ts#L10:19,backend/src/routes/flightPlans/updateVluchtPlan.ts#L25:34,backend/src/routes/flightPlans/updateVluchtPlanPoints.ts#L10:19"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L104:117,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L183:196"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"backend/src/routes/points/editPoint.ts#L65:78,backend/src/routes/flightPlans/updateVluchtPlanPoints.ts#L24:37"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section2.tsx#L25:40,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section3.tsx#L41:55"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L36:50,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L38:52"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/useGeometryPlanImages.ts#L31:44,src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/usePointPlanImages.ts#L40:53"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"backend/src/routes/points/editPoint.ts#L61:77,backend/src/routes/flightPlans/updateVluchtPlan.ts#L65:81"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L26:37,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/index.tsx#L36:47"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L24:35,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/index.tsx#L39:50"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"backend/src/routes/template_plans/createTemplateFlightPlan.ts#L49:61,backend/src/routes/template_plans/createTemplateName.ts#L33:45"
6 lines occurring 10 times in 6 files,HIGH,RAW,1,6,54,10,false,false,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L44:49,backend/src/routes/finished_plans/createFinishedPlan.ts#L118:123,backend/src/routes/geometries/createGeometry.ts#L62:67,backend/src/routes/points/createPoint.ts#L6:11,backend/src/routes/points/createPoint.ts#L33:38,backend/src/routes/points/createPoint.ts#L54:59,backend/src/routes/points/editPoint.ts#L6:11,backend/src/routes/points/editPoint.ts#L49:54,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L26:31,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L48:53"
10 lines occurring 2 times in 2 files,HIGH,RAW,1,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Buttons.tsx#L100:115,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L90:105"
6 lines occurring 10 times in 10 files,HIGH,RAW,1,6,54,10,false,true,TypeScript,"backend/src/routes/emails/createEmail.ts#L8:16,backend/src/routes/flightPlans/createFlightPlan.ts#L36:44,backend/src/routes/points/createPoint.ts#L23:31,backend/src/routes/emails/deleteSingleEmail.ts#L11:19,backend/src/routes/points/editPoint.ts#L22:30,backend/src/routes/points/editPointStatus.ts#L11:19,backend/src/routes/flightPlans/updateFlightPlanStatus.ts#L11:19,backend/src/routes/emails/updateSingleEmail.ts#L11:19,backend/src/routes/flightPlans/updateVluchtPlan.ts#L26:34,backend/src/routes/flightPlans/updateVluchtPlanPoints.ts#L11:19"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/Buttons.tsx#L25:37,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L361:371"
10 lines occurring 2 times in 2 files,HIGH,RAW,2,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Common/Filter.tsx#L9:18,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Filter/index.tsx#L9:18"
8 lines occurring 5 times in 3 files,HIGH,RAW,1,8,32,5,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L66:76,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L122:132,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L103:113,src/hooks/zustand/useReuseFlightPlan.ts#L102:112,src/hooks/zustand/useReuseFlightPlan.ts#L164:174"
9 lines occurring 3 times in 2 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L117:128,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L116:127,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L147:158"
9 lines occurring 3 times in 3 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"src/Components/HomePage/Head/Common/FilterTabs.tsx#L26:36,src/Components/HomePage/Body/Left/Common/TabHeader/index.tsx#L28:38,src/Components/HomePage/Body/Left/Common/FiltersSection/index.tsx#L53:63"
9 lines occurring 3 times in 3 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L12:20,backend/src/routes/flightPlans/getFlightPlanById.ts#L13:21,backend/src/routes/flightPlans/getUnPreparedPlans.ts#L15:23"
9 lines occurring 3 times in 3 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/Buttons.tsx#L21:29,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L22:30,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/index.tsx#L50:58"
9 lines occurring 3 times in 3 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/PointsTable/index.tsx#L114:123,src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx#L172:181,src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx#L210:219"
9 lines occurring 3 times in 3 files,HIGH,RAW,1,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlanDetails/DropDown.tsx#L86:137,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L158:288,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L213:343"
8 lines occurring 4 times in 4 files,HIGH,RAW,1,8,24,4,false,true,TypeScript,"src/Components/DashboardPage/AllUsersTable/index.tsx#L9:16,src/Components/DashboardPage/AllRoles/index.tsx#L15:22,src/Components/DashboardPage/EditUser/index.tsx#L24:31,src/Components/DashboardPage/AddUser/index.tsx#L24:31"
7 lines occurring 5 times in 5 files,HIGH,RAW,1,7,28,5,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section1.tsx#L27:35,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section2.tsx#L32:40,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section2.tsx#L47:55,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section3.tsx#L47:55,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L90:99"
7 lines occurring 5 times in 5 files,HIGH,RAW,1,7,28,5,false,false,TypeScript,"src/Types/finished_plans.ts#L30:36,backend/src/Types/finished_plans.ts#L30:36,backend/src/Types/index.ts#L2:8,src/Types/index.ts#L4:10,backend/src/routes/geometries/updateGeometry.ts#L5:11"
7 lines occurring 5 times in 3 files,HIGH,RAW,1,7,28,5,false,false,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L194:200,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L326:332,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L444:450,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L89:95,src/hooks/features/useRenderPoints.ts#L44:50"
6 lines occurring 7 times in 6 files,HIGH,RAW,1,6,36,7,false,false,TypeScript,"src/helpers/ArcGISHelpers/createSymbols.ts#L22:27,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L81:86,src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx#L96:101,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/index.tsx#L106:111,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/index.tsx#L169:174,src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx#L100:105,src/Components/HomePage/Body/Left/Common/ResultTab/PointsListEdit.tsx#L108:113"
6 lines occurring 6 times in 6 files,HIGH,RAW,1,6,30,6,false,false,TypeScript,"src/Types/finished_plans.ts#L31:36,backend/src/Types/finished_plans.ts#L31:36,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/ImportVluchtPlan.tsx#L14:19,backend/src/Types/index.ts#L3:8,src/Types/index.ts#L5:10,backend/src/routes/geometries/updateGeometry.ts#L6:11"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"backend/src/routes/flightPlans/getFullPreparedFlightPlans.ts#L5:12,backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L5:12,backend/src/routes/template_plans/getTemplateFlightPlans.ts#L5:12,backend/src/routes/flightPlans/getUnPreparedPlans.ts#L5:12"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/CoordinatesInput.tsx#L12:18,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L28:34,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L16:22,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/useCoordinatesWatcher.ts#L11:17"
8 lines occurring 3 times in 2 files,HIGH,RAW,1,8,16,3,false,true,TypeScript,"src/hooks/zustand/useAddPointStates.ts#L47:57,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L73:83,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L135:145"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"backend/src/routes/flightPlans/createFlightPlan.ts#L36:45,backend/src/routes/points/editPoint.ts#L22:31,backend/src/routes/points/editPointStatus.ts#L11:20,backend/src/routes/flightPlans/updateVluchtPlan.ts#L26:35"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L27:33,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/index.tsx#L37:43,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L20:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L26:32"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L213:221,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L32:40,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/PointsList.tsx#L36:44,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/PointsList.tsx#L49:57"
8 lines occurring 3 times in 3 files,HIGH,RAW,1,8,16,3,false,true,TypeScript,"backend/src/routes/flightPlans/getFullPreparedFlightPlans.ts#L5:14,backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L5:14,backend/src/routes/flightPlans/getUnPreparedPlans.ts#L5:14"
7 lines occurring 4 times in 3 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx#L59:67,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L156:164,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L174:182,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx#L108:115"
7 lines occurring 4 times in 4 files,HIGH,RAW,1,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L25:31,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/index.tsx#L40:46,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L34:40,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L43:49"
8 lines occurring 3 times in 3 files,HIGH,RAW,2,8,16,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section1.tsx#L27:38,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section3.tsx#L47:58,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L90:102"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L53:63,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L102:112"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx#L117:127,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L134:144"
6 lines occurring 5 times in 3 files,HIGH,RAW,1,6,24,5,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L56:63,src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L79:86,src/hooks/zustand/nabewerking/useCreateReportState.ts#L73:80,src/hooks/zustand/nabewerking/useCreateReportState.ts#L99:106,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L88:95"
9 lines occurring 2 times,HIGH,RAW,2,9,9,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L79:89,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L98:108"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"backend/src/routes/flightPlans/getPrepreparedFlightPlans.ts#L36:45,backend/src/routes/flightPlans/getSearchedFlightPlans.ts#L42:51"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Head/Common/FilterTabs.tsx#L15:24,src/Components/HomePage/Body/Left/Common/TabHeader/index.tsx#L15:24"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/CoordinatesInput.tsx#L12:22,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L16:26"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/helpers/tokens/ArcGISUserToken.ts#L57:65,src/helpers/refreshToken.ts#L24:32"
9 lines occurring 2 times,HIGH,RAW,1,9,9,2,true,true,TypeScript,"backend/src/routes/devices-updates/db.ts#L178:186,backend/src/routes/devices-updates/db.ts#L196:204"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/index.tsx#L272:326,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/index.tsx#L276:332"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx#L75:83,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L31:39"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"backend/src/routes/flightPlans/updateVluchtPlan.ts#L69:81,backend/src/routes/flightPlans/updateVluchtPlanPoints.ts#L24:36"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L52:64,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L54:66"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx#L150:159,src/Components/HomePage/Body/Left/Common/ResultTab/PointsListEdit.tsx#L128:138"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/DashboardPage/AddUser/index.tsx#L6:18,src/Components/DashboardPage/EditUser/index.tsx#L8:20"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Right/SelectedPlansPointsList/Images/SelectedPlanGeometryImagesPanel.tsx#L24:59,src/Components/HomePage/Body/Right/SelectedPlansPointsList/Images/SelectedPlanPointImagesPanel.tsx#L24:59"
9 lines occurring 2 times in 2 files,HIGH,RAW,1,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/StepNo/Buttons.tsx#L8:18,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/StepMultiplePoints/Buttons.tsx#L8:18"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section3.tsx#L47:60,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L90:104"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PlansList.tsx#L87:96,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L71:80"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/Layout/index.tsx#L21:32,src/Components/HomePage/Body/Right/index.tsx#L21:32"
9 lines occurring 2 times in 2 files,HIGH,RAW,2,9,9,2,false,true,TypeScript,"src/hooks/filters/usePlansFilterStore.ts#L25:36,src/hooks/filters/usePointsFilterStore.ts#L31:42"
6 lines occurring 5 times in 4 files,HIGH,RAW,1,6,24,5,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L101:108,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L117:124,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L67:74,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L116:123,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L147:154"
6 lines occurring 5 times in 3 files,HIGH,RAW,1,6,24,5,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L93:100,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L149:156,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L27:34,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L47:54,src/hooks/zustand/useAddPointStates.ts#L27:34"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/PointsList.tsx#L64:75,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L81:92,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx#L107:118"
7 lines occurring 3 times in 2 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L137:143,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L183:189,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L213:219"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section2.tsx#L43:51,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section2.tsx#L58:66,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L79:88"
