WorkPackageID,Status,Severity,Description,Occurrences,RedundantLOC,Locations
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L21:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L21:26"
DUP-01,RAW,HIGH,7 lines occurring 2 times,2,7,"backend/src/routes/fileDownload.ts#L65:74,backend/src/routes/fileDownload.ts#L92:101"
DUP-07,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L6:11,src/hooks/zustand/shared/flightPlanFormFields.ts#L2:7"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx#L106:117,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/List.tsx#L55:66"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/Buttons.tsx#L11:18,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/Buttons.tsx#L16:23"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L84:89,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L72:77"
DUP-02,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L28:34,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx#L27:33"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L44:51,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L33:40"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L2:7,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L4:9"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L32:38,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/helpers/selectFromSourceGraphics.ts#L107:113"
DUP-08,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PlansList.tsx#L25:33,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L29:36"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L44:49,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L70:75"
